Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating
2024,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,11.7,9.0,10.5,27,281,4,3
2024,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,16.2,13.2,14.8,19,346,3,6
2024,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.6,13.0,15.0,19,350,3,6
2024,Chevrolet,Tahoe,Sport utility vehicle: Standard,3.0,6,A10,D,11.0,8.4,9.8,29,263,4,3
2024,Chevrolet,Tahoe,Sport utility vehicle: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327,3,6
2024,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,11.7,9.0,10.5,27,281,4,3
2024,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327,3,6
2024,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.6,13.0,15.0,19,350,3,6
2024,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.2,3,AV,X,7.8,7.7,7.8,36,183,6,7
2024,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.3,3,AV,X,8.1,7.2,7.7,37,181,6,7
2024,Chevrolet,Trailblazer AWD,Sport utility vehicle: Small,1.3,3,A9,X,9.0,8.1,8.6,33,204,5,7
2024,Chevrolet,Traverse AWD,Sport utility vehicle: Standard,2.5,4,A8,X,12.4,9.9,11.3,25,264,4,6
2024,Chevrolet,Traverse Limited AWD,Sport utility vehicle: Standard,3.6,6,A9,X,13.8,9.6,11.9,24,280,4,6
2024,Chevrolet,Trax,Station wagon: Small,1.2,3,A6,X,8.3,7.4,7.9,36,185,6,7
2024,Chrysler,Grand Caravan,Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,249,5,7
2024,Chrysler,Pacifica,Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,249,5,7
2024,Chrysler,Pacifica AWD,Minivan,3.6,6,A9,X,14.1,9.4,12.0,24,279,4,7
2024,Dodge,Durango AWD,Sport utility vehicle: Standard,3.6,6,A8,X,13.0,9.4,11.3,25,266,4,7
2024,Dodge,Durango AWD,Sport utility vehicle: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331,3,5
2024,Dodge,Durango AWD SRT,Sport utility vehicle: Standard,6.4,8,A8,Z,18.3,12.2,15.6,18,363,2,1
2024,Dodge,Durango AWD SRT Hellcat,Sport utility vehicle: Standard,6.2,8,A8,Z,20.5,13.8,17.4,16,410,1,1
2024,Dodge,Hornet AWD,Sport utility vehicle: Small,2.0,4,A9,X,11.2,8.2,9.9,29,231,5,7
2024,Ferrari,812 Competizione,Two-seater,6.5,12,AM7,Z,19.3,15.0,17.4,16,405,2,3
2024,Ferrari,812 Competizione A,Two-seater,6.5,12,AM7,Z,19.4,14.7,17.3,16,402,2,3
2024,Ferrari,Daytona SP3,Two-seater,6.5,12,AM7,Z,19.9,14.8,17.6,16,410,1,3
2024,Ferrari,Purosangue,Sport utility vehicle: Standard,6.5,12,AM8,Z,22.0,15.3,19.0,15,442,1,6
2024,Ferrari,Roma,Subcompact,3.9,8,AM8,Z,14.2,10.6,12.6,22,293,4,6
2024,Ferrari,Roma Spider,Minicompact,3.9,8,AM8,Z,13.9,10.5,12.4,23,290,4,6
2024,Ford,Bronco 4WD,Sport utility vehicle: Small,2.3,4,AS10,X,12.0,11.2,11.6,24,273,4,5
2024,Ford,Bronco 4WD,Sport utility vehicle: Small,2.3,4,M7,X,11.9,11.1,11.6,24,271,4,5
2024,Ford,Bronco 4WD,Sport utility vehicle: Small,2.7,6,AS10,X,12.4,11.3,11.9,24,281,4,6
2024,Ford,Bronco Badlands 4WD,Sport utility vehicle: Small,2.3,4,M7,X,14.7,13.3,14.0,20,329,3,5
2024,Ford,Bronco Badlands 4WD,Sport utility vehicle: Small,2.7,6,AS10,X,13.8,13.8,13.8,20,324,3,6
2024,Ford,Bronco Black Diamond 4WD,Sport utility vehicle: Small,2.3,4,AS10,X,13.1,13.1,13.1,22,308,4,5
2024,Ford,Bronco Black Diamond 4WD,Sport utility vehicle: Small,2.3,4,M7,X,14.7,13.1,14.0,20,328,3,5
2024,Ford,Bronco Black Diamond 4WD,Sport utility vehicle: Small,2.7,6,AS10,X,13.1,13.1,13.1,22,308,4,6
2024,Ford,Bronco Raptor 4WD,Sport utility vehicle: Standard,3.0,6,AS10,X,15.7,14.8,15.3,18,358,2,6
2024,Ford,Bronco Sasquatch 4WD,Sport utility vehicle: Small,2.3,4,AS10,X,13.1,13.8,13.4,21,315,4,5
2024,Ford,Bronco Sasquatch 4WD,Sport utility vehicle: Small,2.3,4,M7,X,14.7,13.1,14.0,20,328,3,5
2024,Ford,Bronco Sasquatch 4WD,Sport utility vehicle: Small,2.7,6,AS10,X,14.0,13.7,13.9,20,326,3,6
2024,Ford,Bronco Sport 4WD,Sport utility vehicle: Small,1.5,3,A8,X,9.3,8.1,9.0,31,211,5,7
2024,Ford,Bronco Sport 4WD,Sport utility vehicle: Small,2.0,4,AS8,X,11.2,9.0,10.2,28,240,5,6
2024,Ford,Edge AWD,Sport utility vehicle: Small,2.0,4,A8,X,11.5,8.3,10.0,28,236,5,6
2024,Ford,Edge AWD,Sport utility vehicle: Small,2.0,4,AS8,X,11.5,8.4,10.1,28,238,5,6
2024,Ford,Edge AWD,Sport utility vehicle: Small,2.7,6,AS8,X,12.6,9.2,11.1,25,260,4,6
2024,Ford,Escape,Sport utility vehicle: Small,1.5,3,A8,X,8.9,6.9,8.0,35,187,6,7
2024,Ford,Escape AWD,Sport utility vehicle: Small,1.5,3,A8,X,9.2,7.4,8.4,34,197,6,7
2024,Ford,Escape AWD,Sport utility vehicle: Small,2.0,4,A8,X,10.2,7.6,9.1,31,213,5,7
2024,Ford,Escape Hybrid,Sport utility vehicle: Small,2.5,4,AV,X,5.6,6.5,6.0,47,140,7,8
2024,Ford,Escape Hybrid AWD,Sport utility vehicle: Small,2.5,4,AV,X,5.6,6.5,6.0,47,140,7,8
2024,Ford,Expedition 4X4,Sport utility vehicle: Standard,3.5,6,AS10,X,14.8,10.6,12.9,22,304,4,6
2024,Ford,Expedition Timberline 4X4,Sport utility vehicle: Standard,3.5,6,AS10,X,14.5,12.3,13.5,21,318,3,6
2024,Ford,Explorer AWD,Sport utility vehicle: Standard,2.3,4,A10,X,11.5,8.7,10.3,27,241,5,7
2024,Ford,Explorer Timberline AWD,Sport utility vehicle: Standard,2.3,4,AS10,X,12.2,10.5,11.5,25,269,4,7
2024,Ford,Explorer AWD,Sport utility vehicle: Standard,3.0,6,A10,X,13.3,9.8,11.7,24,275,4,7
2024,Ford,Explorer AWD,Sport utility vehicle: Standard,3.0,6,AS10,X,13.4,9.8,11.8,24,277,4,7
2024,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,12.7,9.6,11.3,25,266,4,7
2024,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,14.2,9.4,12.0,24,282,4,7
2024,Ford,F-150,Pickup truck: Standard,5.0,8,AS10,X,14.5,10.0,12.5,23,293,4,6
2024,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,X,13.2,10.2,11.8,24,278,4,7
2024,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.5,9.7,12.3,23,289,4,7
2024,Ford,F-150 4X4,Pickup truck: Standard,5.0,8,AS10,X,14.9,10.2,12.8,22,300,4,6
2024,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,16.6,13.1,15.0,19,353,3,7
2024,Ford,F-150 Raptor R 4X4,Pickup truck: Standard,5.2,8,AS10,X,22.8,15.9,19.7,14,460,1,5
2024,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.3,11.2,12.9,22,303,4,7
2024,Ford,F-150 Tremor 4X4,Pickup truck: Standard,5.0,8,AS10,X,15.2,11.9,13.7,21,322,3,6
2024,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6,AS10,X,11.4,10.1,10.8,26,253,5,7
2024,Ford,Maverick AWD,Pickup truck: Small,2.0,4,A8,X,10.8,8.1,9.6,29,225,5,6
2024,Ford,Maverick Tremor AWD,Pickup truck: Small,2.0,4,A8,X,11.9,9.9,11.0,26,257,4,6
2024,Ford,Maverick Hybrid,Pickup truck: Small,2.5,4,AV,X,5.6,7.1,6.3,45,147,7,7
2024,Ford,Mustang,Subcompact,2.3,4,A10,X,10.8,7.1,9.2,31,214,5,7
2024,Ford,Mustang (Performance Pack),Subcompact,2.3,4,AS10,X,11.1,8.2,9.8,29,228,5,7
2024,Ford,Mustang,Subcompact,5.0,8,AS10,X,15.8,9.8,13.1,22,307,4,7
2024,Ford,Mustang (Stop-Start),Subcompact,5.0,8,AS10,X,15.0,9.8,12.6,22,296,4,7
2024,Ford,Mustang,Subcompact,5.0,8,M6,X,16.6,10.2,13.8,20,321,3,7
2024,Ford,Mustang (Stop-Start),Subcompact,5.0,8,M6,X,15.5,10.0,13.0,22,306,4,7
2024,Ford,Mustang Dark Horse,Subcompact,5.0,8,AS10,X,16.5,10.9,13.9,20,326,3,7
2024,Ford,Mustang Dark Horse,Subcompact,5.0,8,M6,X,17.1,10.7,14.2,20,333,3,7
2024,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,11.9,9.8,11.0,26,257,5,6
2024,Ford,Ranger 4WD,Pickup truck: Standard,2.7,6,AS10,X,12.6,10.2,11.5,25,270,4,6
2024,Ford,Ranger Raptor 4WD,Pickup truck: Standard,3.0,6,AS10,X,14.9,12.8,14.0,20,326,3,6
2024,Genesis,G70 AWD,Compact,2.5,4,AS8,Z,11.7,8.4,10.2,28,239,5,6
2024,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,14.0,9.4,11.9,24,282,4,3
2024,Genesis,G80 AWD,Full-size,2.5,4,AS8,Z,10.8,7.9,9.5,30,225,5,5
2024,Genesis,G80 AWD,Full-size,3.5,6,AS8,Z,14.8,9.9,12.6,22,298,4,5
2024,Genesis,G90,Full-size,3.5,6,AS8,Z,13.6,9.6,11.8,24,274,4,5
2024,Genesis,GV70 AWD,Sport utility vehicle: Small,2.5,4,AS8,Z,11.7,9.0,10.5,27,247,5,5
2024,Genesis,GV70 AWD,Sport utility vehicle: Small,3.5,6,AS8,Z,12.9,10.0,11.6,24,275,4,5
2024,Genesis,GV80 AWD,Sport utility vehicle: Standard,2.5,4,AS8,Z,11.3,9.5,10.5,27,248,5,5
2024,Genesis,GV80 AWD,Sport utility vehicle: Standard,3.5,6,AS8,Z,12.9,10.4,11.8,24,279,4,5
2024,GMC,Acadia AWD,Sport utility vehicle: Standard,2.5,4,A8,X,12.4,9.9,11.3,25,264,4,6
2024,GMC,Canyon,Pickup truck: Small,2.7,4,A8,X,12.4,10.3,11.5,25,270,4,7
2024,GMC,Canyon 4WD,Pickup truck: Small,2.7,4,A8,X,13.2,10.9,12.2,23,286,4,7
2024,GMC,Canyon 4WD Mud Terrain Tire,Pickup truck: Small,2.7,4,A8,X,14.0,11.9,13.1,22,307,4,7
2024,GMC,Canyon AT4X 4WD,Pickup truck: Small,2.7,4,A8,X,14.1,13.8,14.0,20,328,3,7
2024,GMC,Canyon AT4X AEV 4WD,Pickup truck: Small,2.7,4,A8,X,14.8,15.1,14.9,19,350,3,7
2024,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,12.9,10.9,12.0,24,281,4,7
2024,GMC,Sierra (With Sport Mode),Pickup truck: Standard,2.7,4,A8,X,13.4,11.2,12.5,23,292,4,7
2024,GMC,Sierra,Pickup truck: Standard,3.0,6,A10,D,10.1,8.2,9.2,31,248,5,5
2024,GMC,Sierra,Pickup truck: Standard,5.3,8,A10,X,14.8,11.7,13.4,21,314,4,7
2024,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A10,X,14.3,11.7,13.1,22,308,4,5
2024,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A10,E,19.6,15.3,17.7,16,293,4,5
2024,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,13.8,11.8,12.9,22,302,4,7
2024,GMC,Sierra 4WD (With Sport Mode),Pickup truck: Standard,2.7,4,A8,X,14.2,12.9,13.6,21,319,3,7
2024,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4,A8,X,14.9,13.9,14.4,20,337,3,7
2024,GMC,Sierra 4WD,Pickup truck: Standard,3.0,6,A10,D,10.4,8.7,9.6,29,259,4,5
2024,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,3.0,6,A10,D,11.3,10.4,10.9,26,293,4,5
2024,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,X,15.6,12.3,14.1,20,331,3,7
2024,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A10,X,15.2,12.2,13.9,20,326,3,5
2024,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A10,E,21.3,16.6,19.2,15,318,3,5
2024,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A10,X,16.0,13.3,14.8,19,346,3,7
2024,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A10,X,15.2,12.2,13.9,20,326,3,5
2024,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A10,E,21.3,16.6,19.2,15,318,3,5
2024,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,16.0,12.1,14.3,20,335,3,6
2024,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,Z,17.1,14.0,15.7,18,367,2,6
2024,GMC,Sierra 4WD AT4X,Pickup truck: Standard,3.0,6,A10,D,12.2,12.0,12.1,23,326,3,5
2024,GMC,Sierra 4WD AT4X,Pickup truck: Standard,6.2,8,A10,Z,16.8,14.7,15.9,18,375,2,6
2024,GMC,Terrain,Sport utility vehicle: Small,1.5,4,A9,X,9.8,8.1,9.0,31,212,5,7
2024,GMC,Terrain AWD,Sport utility vehicle: Small,1.5,4,A9,X,10.1,8.4,9.3,30,219,5,7
2024,GMC,Yukon,Sport utility vehicle: Standard,3.0,6,A10,D,11.2,8.7,10.1,28,272,4,3
2024,GMC,Yukon,Sport utility vehicle: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327,3,6
2024,GMC,Yukon 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,11.7,9.0,10.5,27,281,4,3
2024,GMC,Yukon 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327,3,6
2024,GMC,Yukon 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.6,13.0,15.0,19,350,3,6
2024,GMC,Yukon XL,Sport utility vehicle: Standard,3.0,6,A10,D,11.2,8.7,10.1,28,272,4,3
2024,GMC,Yukon XL,Sport utility vehicle: Standard,5.3,8,A10,X,15.8,11.8,14.0,20,327,3,6
2024,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,3.0,6,A10,D,11.7,9.0,10.5,27,281,4,3
2024,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,5.3,8,A10,X,16.2,13.2,14.8,19,346,3,6
2024,GMC,Yukon XL 4WD,Sport utility vehicle: Standard,6.2,8,A10,Z,16.6,13.0,15.0,19,350,3,6
2024,Honda,Accord,Full-size,1.5,4,AV,X,8.1,6.4,7.3,39,171,6,7
2024,Honda,Accord Hybrid Sport/Touring,Mid-size,2.0,4,AV,X,5.0,5.7,5.3,53,124,8,7
2024,Honda,Civic Hatchback,Full-size,1.5,4,AV7,X,7.7,6.3,7.1,40,166,6,7
2024,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8.5,6.3,7.5,38,175,6,6
2024,Honda,Civic Hatchback,Full-size,2.0,4,AV,X,8.0,6.2,7.2,39,167,6,7
2024,Honda,Civic Hatchback,Full-size,2.0,4,M6,X,9.1,6.6,8.0,35,186,6,6
2024,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.6,6.1,6.9,41,162,7,7
2024,Honda,Civic Sedan,Mid-size,2.0,4,AV,X,7.7,6.0,6.9,41,162,7,7
2024,Honda,Civic Sedan,Mid-size,2.0,4,AV7,X,7.8,6.3,7.1,40,165,6,7
2024,Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.7,6.4,7.7,37,180,6,6
2024,Honda,Civic Type R,Full-size,2.0,4,M6,Z,10.8,8.3,9.7,29,224,5,6
2024,Honda,CR-V,Sport utility vehicle: Small,1.5,4,AV,X,8.4,7.1,7.8,36,181,6,7
2024,Honda,CR-V AWD,Sport utility vehicle: Small,1.5,4,AV,X,9.1,7.6,8.4,34,197,6,6
2024,Honda,CR-V Hybrid AWD,Sport utility vehicle: Small,2.0,4,AV,X,6.0,6.9,6.4,44,151,7,7
2024,Honda,HR-V,Station wagon: Small,2.0,4,AV,X,9.1,7.4,8.3,34,194,6,7
2024,Honda,HR-V AWD,Station wagon: Small,2.0,4,AV,X,9.4,7.8,8.7,32,203,5,7
2024,Honda,Odyssey,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,248,5,5
2024,Honda,Pilot AWD,Sport utility vehicle: Standard,3.5,6,AS10,X,12.4,9.3,11.0,26,258,4,7
2024,Honda,Pilot AWD Touring/Elite/Black,Sport utility vehicle: Standard,3.5,6,AS10,X,12.7,9.4,11.2,25,262,4,7
2024,Honda,Pilot AWD TrailSport,Sport utility vehicle: Standard,3.5,6,AS10,X,13.0,10.3,11.8,24,275,4,7
2024,Hyundai,Elantra,Mid-size,1.6,4,AM7,X,8.3,6.8,7.6,37,179,6,5
2024,Hyundai,Elantra,Mid-size,2.0,4,AV1,X,7.6,5.9,6.8,42,160,7,7
2024,Hyundai,Elantra (Stop/Start),Mid-size,2.0,4,AV1,X,7.3,5.7,6.5,43,153,7,7
2024,Hyundai,Elantra N,Mid-size,2.0,4,AM8,Z,11.8,8.6,10.4,27,244,5,3
2024,Hyundai,Elantra N,Mid-size,2.0,4,M6,Z,11.0,8.1,9.7,29,227,5,3
2024,Hyundai,Elantra Hybrid,Mid-size,1.6,4,AM6,X,4.8,4.5,4.7,60,110,8,7
2024,Hyundai,Kona,Sport utility vehicle: Small,2.0,4,AV1,X,8.4,6.7,7.6,37,179,6,7
2024,Hyundai,Kona (Stop/Start),Sport utility vehicle: Small,2.0,4,AV1,X,8.1,6.8,7.5,38,177,6,7
2024,Hyundai,Kona AWD,Sport utility vehicle: Small,1.6,4,AS8,X,9.7,8.3,9.1,31,214,5,7
2024,Hyundai,Kona AWD,Sport utility vehicle: Small,2.0,4,AV1,X,9.0,8.1,8.6,33,201,6,7
2024,Hyundai,Kona AWD (Stop/Start),Sport utility vehicle: Small,2.0,4,AV1,X,8.8,8.1,8.5,33,198,6,7
2024,Hyundai,Palisade AWD,Sport utility vehicle: Small,3.8,6,AS8,X,12.2,9.7,11.1,25,261,4,6
2024,Hyundai,Santa Cruz AWD,Pickup truck: Small,2.5,4,AM8,X,12.2,8.7,10.6,27,251,5,5
2024,Hyundai,Santa Fe AWD,Sport utility vehicle: Small,2.5,4,AM8,X,12.1,8.8,10.6,27,249,5,7
2024,Hyundai,Santa Fe AWD XRT,Sport utility vehicle: Small,2.5,4,AM8,X,12.2,9.1,10.8,26,254,5,7
2024,Hyundai,Santa Fe Hybrid AWD,Sport utility vehicle: Small,1.6,4,AM6,X,6.8,6.9,6.9,41,161,7,7
2024,Hyundai,Sonata,Full-size,2.5,4,AM8,X,10.1,7.3,8.8,32,207,5,5
2024,Hyundai,Sonata,Full-size,2.5,4,AS8,X,9.6,6.5,8.2,34,193,6,7
2024,Hyundai,Sonata AWD,Full-size,2.5,4,AS8,X,9.9,7.0,8.6,33,203,5,7
2024,Hyundai,Sonata Hybrid,Full-size,2.0,4,AM6,X,5.3,4.6,5.0,56,117,8,7
2024,Hyundai,Tucson AWD,Sport utility vehicle: Small,2.5,4,AS8,X,10.0,7.9,9.1,31,213,5,7
2024,Hyundai,Tucson Hybrid,Sport utility vehicle: Small,1.6,4,AM6,X,6.3,6.6,6.4,44,152,7,7
2024,Hyundai,Venue,Sport utility vehicle: Small,1.6,4,AV1,X,7.9,6.9,7.5,38,177,6,5
2024,Infiniti,Q50 AWD,Mid-size,3.0,6,AS7,Z,12.5,8.7,10.8,26,254,5,3
2024,Infiniti,Q50 AWD Red Sport,Mid-size,3.0,6,AS7,Z,12.5,9.3,11.1,25,261,4,3
2024,Infiniti,QX50 AWD,Sport utility vehicle: Small,2.0,4,AV8,Z,10.8,8.3,9.7,29,228,5,6
2024,Infiniti,QX55 AWD,Sport utility vehicle: Small,2.0,4,AV8,Z,10.4,8.3,9.4,30,222,5,6
2024,Infiniti,QX60 AWD,Sport utility vehicle: Standard,3.5,6,AS9,Z,11.9,9.3,10.7,26,252,5,5
2024,Infiniti,QX80 4WD,Sport utility vehicle: Standard,5.6,8,AS7,Z,17.5,12.4,15.2,19,358,2,5
2024,Jaguar,E-PACE P250,Sport utility vehicle: Small,2.0,4,AS9,Z,11.5,9.2,10.4,27,247,5,7
2024,Jaguar,F-PACE P250,Sport utility vehicle: Small,2.0,4,AS8,Z,10.8,8.8,9.9,29,234,5,7
2024,Jaguar,F-PACE P400,Sport utility vehicle: Small,3.0,6,AS8,Z,12.6,9.4,11.1,25,261,4,7
2024,Jaguar,F-PACE P550 SVR,Sport utility vehicle: Small,5.0,8,AS8,Z,15.7,11.4,13.8,20,322,3,3
2024,Jaguar,F-TYPE P450 Convertible,Two-seater,5.0,8,AS8,Z,14.1,9.7,12.1,23,286,4,3
2024,Jaguar,F-TYPE P450 Convertible AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,22,299,4,3
2024,Jaguar,F-TYPE P450 Coupe,Two-seater,5.0,8,AS8,Z,14.1,9.7,12.1,23,286,4,3
2024,Jaguar,F-TYPE P450 Coupe AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,22,299,4,3
2024,Jaguar,F-TYPE P575 Convertible AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,22,299,4,3
2024,Jaguar,F-TYPE P575 Coupe AWD,Two-seater,5.0,8,AS8,Z,15.2,9.8,12.7,22,299,4,3
2024,Jaguar,XF P250,Mid-size,2.0,4,AS8,Z,10.2,7.7,9.1,31,215,5,7
2024,Jaguar,XF P300 AWD,Mid-size,2.0,4,AS8,Z,11.1,8.3,9.8,29,231,5,7
2024,Jeep,Compass 4X4,Sport utility vehicle: Small,2.0,4,A8,X,9.9,7.4,8.8,32,205,5,7
