Model year,Make,Model,Vehicle class,Combined (kWh/100 km),Range (km),CO2 emissions (g/km),CO2 rating ,Smog rating,Recharge time (h)
2023,VinFast,VF8 PLUS Performance,Sport utility vehicle: Small,45.9,391,0,0,10.0,12.0
2023,Volkswagen,ID.4,Sport utility vehicle: Small,19.6,336,0,0,10.0,6.0
2023,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,19.6,443,0,0,10.0,7.5
2023,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,21.2,410,0,0,10.0,7.5
2023,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,23.9,364,0,0,10.0,8.0
2023,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,24.5,359,0,0,10.0,8.0
2024,Acura,ZDX A-SPEC AWD,Sport utility vehicle: Standard,24.0,489,0,0,10.0,11.0
2024,Acura,ZDX Type S AWD,Sport utility vehicle: Standard,26.7,447,0,0,10.0,11.0
2024,Audi,e-tron GT,Compact,24.8,399,0,0,10.0,10.5
2024,Audi,RS e-tron GT,Compact,24.8,399,0,0,10.0,10.5
2024,Audi,Q4 45 e-tron,Sport utility vehicle: Small,18.3,463,0,0,10.0,12.0
2024,Audi,Q4 50 e-tron,Sport utility vehicle: Small,22.6,380,0,0,10.0,9.0
2024,Audi,Q4 Sportback 50 e-tron,Sport utility vehicle: Small,22.1,389,0,0,10.0,9.0
2024,Audi,Q4 55 e-tron,Sport utility vehicle: Small,21.0,415,0,0,10.0,12.0
2024,Audi,Q4 Sportback 55 e-tron,Sport utility vehicle: Small,21.0,415,0,0,10.0,12.0
2024,Audi,Q8 e-tron,Sport utility vehicle: Standard,25.7,459,0,0,10.0,16.0
2024,Audi,Q8 Sportback e-tron,Sport utility vehicle: Standard,24.2,476,0,0,10.0,16.0
2024,Audi,"SQ8 e-tron (20"" Wheels)",Sport utility vehicle: Standard,28.5,409,0,0,10.0,16.0
2024,Audi,"SQ8 e-tron (21"" or 22"" Wheels)",Sport utility vehicle: Standard,33.4,351,0,0,10.0,16.0
2024,Audi,"SQ8 Sportback e-tron (20"" Wheels)",Sport utility vehicle: Standard,28.5,409,0,0,10.0,16.0
2024,Audi,"SQ8 Sportback e-tron (21"" or 22"" Wheels)",Sport utility vehicle: Standard,33.4,351,0,0,10.0,16.0
2024,BMW,"i4 eDrive35 Gran Coupe (18"" Wheels)",Subcompact,17.4,444,0,0,10.0,7.0
2024,BMW,"i4 eDrive35 Gran Coupe (19"" Wheels)",Subcompact,19.1,406,0,0,10.0,7.0
2024,BMW,"i4 eDrive40 Gran Coupe (18"" Wheels)",Subcompact,19.2,484,0,0,10.0,8.0
2024,BMW,"i4 eDrive40 Gran Coupe (19"" Wheels)",Subcompact,21.0,455,0,0,10.0,8.0
2024,BMW,"i4 xDrive40 Gran Coupe (18"" Wheels)",Subcompact,19.2,494,0,0,10.0,8.0
2024,BMW,"i4 xDrive40 Gran Coupe (19"" Wheels)",Subcompact,21.2,449,0,0,10.0,8.0
2024,BMW,"i4 M50 Gran Coupe (19"" Wheels)",Subcompact,22.0,433,0,0,10.0,8.0
2024,BMW,"i4 M50 Gran Coupe (20"" Wheels)",Subcompact,26.3,365,0,0,10.0,8.0
2024,BMW,"i5 M60 Sedan (19"" Wheels)",Compact,23.0,412,0,0,10.0,8.0
2024,BMW,"i5 M60 Sedan (20"" Wheels)",Compact,23.5,399,0,0,10.0,8.0
2024,BMW,"i5 M60 Sedan (21"" Wheels)",Compact,24.6,386,0,0,10.0,8.0
2024,BMW,"i7 xDrive60 Sedan (19"" Wheels)",Full-size,23.4,510,0,0,10.0,11.0
2024,BMW,"i7 xDrive60 Sedan (20"" Wheels)",Full-size,25.0,480,0,0,10.0,11.0
2024,BMW,"i7 xDrive60 Sedan (21"" Wheels)",Full-size,23.8,494,0,0,10.0,11.0
2024,BMW,"i7 M70 xDrive Sedan (20"" Wheels)",Full-size,27.4,441,0,0,10.0,11.0
2024,BMW,"i7 M70 xDrive Sedan (21"" Wheels)",Full-size,25.8,468,0,0,10.0,11.0
2024,BMW,"iX xDrive40 (20"" Wheels) ",Sport utility vehicle: Standard,24.2,351,0,0,10.0,8.0
2024,BMW,"iX xDrive40 (21"" Wheels) ",Sport utility vehicle: Standard,24.6,346,0,0,10.0,8.0
2024,BMW,"iX xDrive40 (22"" Wheels) ",Sport utility vehicle: Standard,23.8,356,0,0,10.0,8.0
2024,BMW,"iX xDrive50 (20"" Wheels) ",Sport utility vehicle: Standard,25.0,500,0,0,10.0,11.0
2024,BMW,"iX xDrive50 (21"" Wheels)",Sport utility vehicle: Standard,25.4,494,0,0,10.0,11.0
2024,BMW,"iX xDrive50 (22"" Wheels) ",Sport utility vehicle: Standard,25.6,491,0,0,10.0,11.0
2024,BMW,"iX M60 (21"" Wheels)",Sport utility vehicle: Standard,26.4,476,0,0,10.0,11.0
2024,BMW,"iX M60 (22"" Wheels)",Sport utility vehicle: Standard,26.2,476,0,0,10.0,11.0
2024,Cadillac,LYRIQ (11.5 kW Charger),Sport utility vehicle: Small,23.8,505,0,0,10.0,10.7
2024,Cadillac,LYRIQ (19 kW Charger),Sport utility vehicle: Small,23.8,505,0,0,10.0,6.7
2024,Cadillac,LYRIQ AWD (11.5 kW Charger),Sport utility vehicle: Small,23.6,494,0,0,10.0,10.7
2024,Cadillac,LYRIQ AWD (19 kW Charger),Sport utility vehicle: Small,23.6,494,0,0,10.0,6.7
2024,Chevrolet,Blazer EV RS,Sport utility vehicle: Small,22.8,521,0,0,10.0,11.0
2024,Chevrolet,Blazer EV 2LT/RS AWD,Sport utility vehicle: Small,21.9,449,0,0,10.0,9.5
2024,Chevrolet,Equinox EV,Sport utility vehicle: Small,19.3,513,0,0,10.0,9.4
2024,Chevrolet,Equinox EV AWD,Sport utility vehicle: Small,21.8,459,0,0,10.0,9.5
2024,Chevrolet,Silverado EV 3WT,Pickup truck: Standard,31.4,632,0,0,10.0,11.0
2024,Chevrolet,Silverado EV 4WT,Pickup truck: Standard,33.2,724,0,0,10.0,12.7
2024,FIAT,500e,Minicompact,19.0,227,0,0,10.0,6.2
2024,Fisker,"Ocean Extreme (20"" Wheels)",Sport utility vehicle: Standard,22.9,579,0,0,10.0,18.0
2024,Fisker,"Ocean Extreme (22"" Wheels)",Sport utility vehicle: Standard,23.4,541,0,0,10.0,18.0
2024,Fisker,"Ocean Sport (20"" Wheels)",Sport utility vehicle: Standard,22.7,372,0,0,10.0,12.0
2024,Fisker,"Ocean Sport (22"" Wheels)",Sport utility vehicle: Standard,26.6,312,0,0,10.0,12.0
2024,Fisker,"Ocean Ultra (20"" Wheels)",Sport utility vehicle: Standard,23.5,563,0,0,10.0,18.0
2024,Fisker,"Ocean Ultra (22"" Wheels)",Sport utility vehicle: Standard,24.1,525,0,0,10.0,18.0
2024,Ford,F-150 Lightning Standard Range,Pickup truck: Standard,30.6,386,0,0,10.0,11.9
2024,Ford,F-150 Lightning Extended Range,Pickup truck: Standard,29.8,515,0,0,10.0,14.6
2024,Ford,F-150 Lightning Platinum,Pickup truck: Standard,31.5,483,0,0,10.0,14.6
2024,Ford,F-150 Lightning Pro,Pickup truck: Standard,29.8,515,0,0,10.0,10.1
2024,Ford,Mustang Mach-E Standard Range,Sport utility vehicle: Small,20.5,402,0,0,10.0,7.1
2024,Ford,Mustang Mach-E Standard Range AWD,Sport utility vehicle: Small,22.9,370,0,0,10.0,7.5
2024,Ford,Mustang Mach-E Extended Range,Sport utility vehicle: Small,19.8,515,0,0,10.0,10.1
2024,Ford,Mustang Mach-E Extended Range AWD,Sport utility vehicle: Small,21.2,483,0,0,10.0,10.0
2024,Ford,Mustang Mach-E GT,Sport utility vehicle: Small,23.2,451,0,0,10.0,9.9
2024,Ford,Mustang Mach-E Rally,Sport utility vehicle: Small,24.5,426,0,0,10.0,10.2
2024,Genesis,Electrified G80,Full-size,21.7,454,0,0,10.0,9.0
2024,Genesis,GV60 Advanced AWD,Sport utility vehicle: Small,22.1,399,0,0,10.0,7.2
2024,Genesis,GV60 Performance AWD,Sport utility vehicle: Small,23.0,378,0,0,10.0,7.2
2024,Genesis,Electrified GV70,Sport utility vehicle: Small,23.1,380,0,0,10.0,7.9
2024,GMC,HUMMER EV2X Pickup,Pickup truck: Standard,40.4,500,0,0,10.0,10.5
2024,GMC,HUMMER EV2X Pickup Mud Terrain Tire,Pickup truck: Standard,44.6,449,0,0,10.0,10.5
2024,GMC,HUMMER EV2X SUV,Sport utility vehicle: Standard,41.0,488,0,0,10.0,10.5
2024,GMC,HUMMER EV2X SUV Mud Terrain Tire,Sport utility vehicle: Standard,44.6,449,0,0,10.0,10.5
2024,GMC,HUMMER EV3X SUV,Sport utility vehicle: Standard,39.4,505,0,0,10.0,10.5
2024,GMC,HUMMER EV3X SUV Mud Terrain Tire,Sport utility vehicle: Standard,41.6,480,0,0,10.0,10.5
2024,Honda,Prologue EX AWD,Sport utility vehicle: Standard,22.1,452,0,0,10.0,9.5
2024,Honda,Prologue EX-L AWD,Sport utility vehicle: Standard,22.1,452,0,0,10.0,9.5
2024,Honda,Prologue Touring AWD,Sport utility vehicle: Standard,22.8,439,0,0,10.0,9.5
2024,Hyundai,IONIQ 5 Long Range,Sport utility vehicle: Small,18.6,488,0,0,10.0,8.5
2024,Hyundai,IONIQ 5 Long Range AWD,Sport utility vehicle: Small,21.5,410,0,0,10.0,8.5
2024,Hyundai,IONIQ 6 Long Range (18'' Wheels),Mid-size,14.9,581,0,0,10.0,7.5
2024,Hyundai,IONIQ 6 Long Range (20'' Wheels),Mid-size,18.0,491,0,0,10.0,7.5
2024,Hyundai,IONIQ 6 Long Range AWD (18'' Wheels),Mid-size,17.4,509,0,0,10.0,7.5
2024,Hyundai,IONIQ 6 Long Range AWD (20'' Wheels),Mid-size,20.5,435,0,0,10.0,7.5
2024,Hyundai,Kona Electric Long Range,Sport utility vehicle: Small,18.1,420,0,0,10.0,6.1
2024,Jaguar,I-PACE,Sport utility vehicle: Small,25.5,381,0,0,10.0,13.0
2024,Kia,EV6 Wind,Sport utility vehicle: Small,18.0,499,0,0,10.0,8.7
2024,Kia,"EV6 Land AWD (19"" Wheels)",Sport utility vehicle: Small,19.3,454,0,0,10.0,8.4
2024,Kia,"EV6 Land AWD (20"" Wheels)",Sport utility vehicle: Small,21.7,406,0,0,10.0,8.4
2024,Kia,EV6 GT AWD,Sport utility vehicle: Small,25.5,351,0,0,10.0,7.7
2024,Kia,EV9 Light,Sport utility vehicle: Standard,23.6,370,0,0,10.0,11.4
2024,Kia,EV9 Wind,Sport utility vehicle: Standard,23.6,489,0,0,10.0,15.2
2024,Kia,EV9 Land AWD,Sport utility vehicle: Standard,25.5,451,0,0,10.0,14.5
2024,Kia,EV9 Land AWD GT-Line,Sport utility vehicle: Standard,26.1,435,0,0,10.0,15.2
2024,Kia,Niro EV,Sport utility vehicle: Small,18.6,407,0,0,10.0,7.5
2024,Lexus,"RZ 450e AWD (18"" Wheels)",Sport utility vehicle: Small,19.6,354,0,0,10.0,10.0
2024,Lexus,"RZ 450e AWD (20"" Wheels)",Sport utility vehicle: Small,22.4,315,0,0,10.0,10.0
2024,Lucid,"Air Grand Touring XR AWD (19"" Wheels)",Full-size,16.2,832,0,0,10.0,13.0
2024,Lucid,"Air Grand Touring XR AWD (20"" Wheels)",Full-size,17.3,782,0,0,10.0,13.0
2024,Lucid,"Air Grand Touring XR AWD (21"" Wheels)",Full-size,18.5,726,0,0,10.0,13.0
2024,Lucid,"Air Pure (19"" Wheels)",Full-size,15.3,674,0,0,10.0,10.0
2024,Lucid,"Air Pure (20"" Wheels)",Full-size,16.1,634,0,0,10.0,10.0
2024,Lucid,Air Sapphire AWD,Full-size,20.0,687,0,0,10.0,13.0
2024,Lucid,"Air Touring AWD (19"" Wheels)",Full-size,15.7,661,0,0,10.0,10.0
2024,Lucid,"Air Touring AWD (20"" Wheels)",Full-size,17.1,615,0,0,10.0,10.0
2024,Lucid,"Air Touring AWD (21"" Wheels)",Full-size,17.8,587,0,0,10.0,10.0
2024,Mazda,MX-30,Mid-size,22.8,161,0,0,10.0,5.3
2024,Mercedes-Benz,AMG EQE 4MATIC+ Sedan,Mid-size,28.6,370,0,0,10.0,10.5
2024,Mercedes-Benz,AMG EQE 4MATIC+ SUV,Sport utility vehicle: Standard,28.6,378,0,0,10.0,9.5
2024,Mercedes-Benz,AMG EQS 4MATIC+ Sedan,Full-size,25.5,483,0,0,10.0,11.25
2024,Mercedes-Benz,EQB 250+,Sport utility vehicle: Small,21.7,359,0,0,10.0,7.25
2024,Mercedes-Benz,EQB 300 4MATIC,Sport utility vehicle: Small,24.0,330,0,0,10.0,6.75
2024,Mercedes-Benz,EQE 350 4MATIC Sedan,Mid-size,23.0,451,0,0,10.0,9.5
2024,Mercedes-Benz,EQE 350 4MATIC SUV,Sport utility vehicle: Standard,24.9,426,0,0,10.0,9.5
2024,Mercedes-Benz,EQE 500 4MATIC Sedan,Mid-size,23.6,446,0,0,10.0,9.5
2024,Mercedes-Benz,EQE 500 4MATIC SUV,Sport utility vehicle: Standard,24.0,462,0,0,10.0,9.5
2024,Mercedes-Benz,EQS 450 4MATIC Sedan,Full-size,22.0,555,0,0,10.0,12.75
2024,Mercedes-Benz,EQS 450 4MATIC SUV,Sport utility vehicle: Standard,25.2,531,0,0,10.0,14.0
2024,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,21.8,555,0,0,10.0,12.75
2024,Mercedes-Benz,EQS 580 4MATIC SUV,Sport utility vehicle: Standard,25.2,531,0,0,10.0,14.0
2024,Mercedes-Benz,Maybach EQS 680 4MATIC SUV,Sport utility vehicle: Standard,25.9,517,0,0,10.0,14.0
2024,MINI,Cooper SE 3 Door,Subcompact,19.1,183,0,0,10.0,4.0
2024,Nissan,ARIYA Engage,Station wagon: Small,20.7,348,0,0,10.0,10.0
2024,Nissan,ARIYA Evolve+,Station wagon: Small,21.4,465,0,0,10.0,14.0
2024,Nissan,ARIYA Evolve e-4ORCE,Station wagon: Small,21.9,330,0,0,10.0,10.0
2024,Nissan,ARIYA Evolve+ e-4ORCE,Station wagon: Small,22.8,438,0,0,10.0,13.0
2024,Nissan,ARIYA Platinum+ e-4ORCE,Station wagon: Small,23.4,428,0,0,10.0,14.0
2024,Nissan,LEAF SV,Mid-size,18.9,240,0,0,10.0,8.0
2024,Nissan,LEAF SV PLUS,Mid-size,19.1,341,0,0,10.0,11.0
2024,Polestar,"2 Single Motor (19"" Wheels)",Mid-size,18.2,515,0,0,10.0,8.0
2024,Polestar,"2 Single Motor (20"" Wheels)",Mid-size,18.6,494,0,0,10.0,8.0
2024,Polestar,"2 Dual Motor (19"" Wheels)",Mid-size,19.7,444,0,0,10.0,8.0
2024,Polestar,"2 Dual Motor (20"" Wheels)",Mid-size,20.5,428,0,0,10.0,8.0
2024,Polestar,2 Dual Motor Performance Pack,Mid-size,21.7,397,0,0,10.0,8.0
2024,Rivian,"R1S All-Terrain Dual Large (20"" Wheels)",Sport utility vehicle: Standard,30.6,494,0,0,10.0,13.0
2024,Rivian,"R1S AT Performance Dual Large (20"" Wheels)",Sport utility vehicle: Standard,30.6,494,0,0,10.0,13.0
2024,Rivian,"R1S Dual Large (21"" Wheels)",Sport utility vehicle: Standard,26.9,566,0,0,10.0,13.0
2024,Rivian,"R1S Performance Dual Large (21"" Wheels)",Sport utility vehicle: Standard,26.9,566,0,0,10.0,13.0
2024,Rivian,"R1S Dual Large (22"" Wheels)",Sport utility vehicle: Standard,27.8,549,0,0,10.0,13.0
2024,Rivian,"R1S Performance Dual Large (22"" Wheels)",Sport utility vehicle: Standard,27.8,549,0,0,10.0,13.0
2024,Rivian,"R1S All-Terrain Dual Max (20"" Wheels)",Sport utility vehicle: Standard,28.7,571,0,0,10.0,14.5
2024,Rivian,"R1S All-Terrain Performance Dual Max (20"" Wheels)",Sport utility vehicle: Standard,28.7,571,0,0,10.0,14.5
2024,Rivian,"R1S Dual Max (21"" Wheels)",Sport utility vehicle: Standard,25.4,644,0,0,10.0,14.5
2024,Rivian,"R1S Performance Dual Max (21"" Wheels)",Sport utility vehicle: Standard,25.4,644,0,0,10.0,14.5
2024,Rivian,"R1S Dual Max (22"" Wheels)",Sport utility vehicle: Standard,26.9,612,0,0,10.0,14.5
2024,Rivian,"R1S Performance Dual Max (22"" Wheels)",Sport utility vehicle: Standard,26.9,612,0,0,10.0,14.5
2024,Rivian,"R1S Quad Large (20"" Wheels)",Sport utility vehicle: Standard,32.5,465,0,0,10.0,13.0
2024,Rivian,"R1S All-Terrain Quad Large (20"" Wheels)",Sport utility vehicle: Standard,33.4,441,0,0,10.0,13.0
2024,Rivian,"R1S Quad Large (21"" Wheels)",Sport utility vehicle: Standard,29.5,517,0,0,10.0,13.0
2024,Rivian,"R1S Quad Large (22"" Wheels)",Sport utility vehicle: Standard,30.7,488,0,0,10.0,13.0
2024,Rivian,"R1T All-Terrain Dual Large (20"" Wheels)",Pickup truck: Standard,30.6,494,0,0,10.0,13.0
2024,Rivian,"R1T AT Performance Dual Large (20"" Wheels)",Pickup truck: Standard,30.6,494,0,0,10.0,13.0
2024,Rivian,"R1T Dual Large (21"" Wheels)",Pickup truck: Standard,26.9,566,0,0,10.0,13.0
2024,Rivian,"R1T Performance Dual Large (21"" Wheels)",Pickup truck: Standard,26.9,566,0,0,10.0,13.0
2024,Rivian,"R1T Dual Large (22"" Wheels)",Pickup truck: Standard,27.6,549,0,0,10.0,13.0
2024,Rivian,"R1T Performance Dual Large (22"" Wheels)",Pickup truck: Standard,27.6,549,0,0,10.0,13.0
2024,Rivian,"R1T All-Terrain Dual Max (20"" Wheels)",Pickup truck: Standard,28.7,571,0,0,10.0,14.5
2024,Rivian,"R1T All-Terrain Performance Dual Max (20"" Wheels)",Pickup truck: Standard,28.7,571,0,0,10.0,14.5
2024,Rivian,"R1T Dual Max (21"" Wheels)",Pickup truck: Standard,24.8,661,0,0,10.0,14.5
2024,Rivian,"R1T Performance Dual Max (21"" Wheels)",Pickup truck: Standard,24.8,661,0,0,10.0,14.5
2024,Rivian,"R1T Dual Max (22"" Wheels)",Pickup truck: Standard,26.9,612,0,0,10.0,14.5
2024,Rivian,"R1T Performance Dual Max (22"" Wheels)",Pickup truck: Standard,26.9,612,0,0,10.0,14.5
2024,Rivian,"R1T Quad Large (20"" Wheels)",Pickup truck: Standard,32.5,465,0,0,10.0,13.0
2024,Rivian,"R1T All-Terrain Quad Large (20"" Wheels)",Pickup truck: Standard,33.4,441,0,0,10.0,13.0
2024,Rivian,"R1T Quad Large (21"" Wheels)",Pickup truck: Standard,28.7,528,0,0,10.0,13.0
2024,Rivian,"R1T Quad Large (22"" Wheels)",Pickup truck: Standard,30.7,488,0,0,10.0,13.0
2024,Rolls-Royce,"Spectre (22"" Wheels)",Compact,25.8,468,0,0,10.0,11.0
2024,Rolls-Royce,"Spectre (23"" Wheels)",Compact,28.2,428,0,0,10.0,11.0
2024,Rolls-Royce,"Black Badge Spectre (22"" Wheels)",Compact,26.8,451,0,0,10.0,11.0
2024,Rolls-Royce,"Black Badge Spectre (23"" Wheels)",Compact,28.5,425,0,0,10.0,11.0
2024,Subaru,Solterra AWD,Sport utility vehicle: Small,20.5,359,0,0,10.0,11.0
2024,Tesla,Model 3 RWD,Mid-size,15.8,438,0,0,10.0,8.5
2024,Tesla,Model 3 RWD (Import),Mid-size,15.4,438,0,0,10.0,8.5
2024,Tesla,Model 3 Long Range AWD,Mid-size,16.1,549,0,0,10.0,10.0
2024,Tesla,Model 3 Long Range AWD (Import),Mid-size,16.2,549,0,0,10.0,10.0
2024,Tesla,Model S,Full-size,17.2,647,0,0,10.0,15.0
2024,Tesla,"Model S Plaid (19"" Wheels)",Full-size,19.6,578,0,0,10.0,15.0
2024,Tesla,"Model S Plaid (21"" Wheels)",Full-size,21.9,515,0,0,10.0,15.0
2024,Tesla,Model X,Sport utility vehicle: Standard,20.9,539,0,0,10.0,14.0
2024,Tesla,"Model X Plaid (20"" Wheels)",Sport utility vehicle: Standard,21.5,525,0,0,10.0,14.0
2024,Tesla,"Model X Plaid (22"" Wheels)",Sport utility vehicle: Standard,23.2,483,0,0,10.0,14.0
2024,Tesla,Model Y RWD,Sport utility vehicle: Small,17.3,394,0,0,10.0,8.0
2024,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,17.8,497,0,0,10.0,10.0
2024,Tesla,Model Y Performance,Sport utility vehicle: Small,19.2,459,0,0,10.0,10.0
2024,Toyota,bZ4X,Sport utility vehicle: Small,17.6,406,0,0,10.0,11.0
2024,Toyota,bZ4X AWD,Sport utility vehicle: Small,20.1,367,0,0,10.0,11.0
2024,VinFast,VF8 ECO,Sport utility vehicle: Small,27.8,425,0,0,10.0,12.0
2024,VinFast,VF8 PLUS,Sport utility vehicle: Small,29.5,356,0,0,10.0,12.0
2024,VinFast,VF8 PLUS Performance,Sport utility vehicle: Small,45.9,391,0,0,10.0,12.0
2024,VinFast,VF9 ECO,Sport utility vehicle: Standard,27.9,531,0,0,10.0,15.0
2024,VinFast,VF9 PLUS,Sport utility vehicle: Standard,30.5,468,0,0,10.0,15.0
2024,Volkswagen,ID.4,Sport utility vehicle: Small,19.6,332,0,0,10.0,6.0
2024,Volkswagen,ID.4 S,Sport utility vehicle: Small,19.6,332,0,0,10.0,6.0
2024,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,18.5,468,0,0,10.0,8.0
2024,Volkswagen,ID.4 Pro S,Sport utility vehicle: Small,18.5,468,0,0,10.0,8.0
2024,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,20.5,423,0,0,10.0,8.0
2024,Volkswagen,ID.4 AWD Pro S,Sport utility vehicle: Small,20.5,423,0,0,10.0,8.0
2024,Volvo,C40 Recharge,Sport utility vehicle: Small,19.6,478,0,0,10.0,8.0
2024,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,21.2,414,0,0,10.0,8.0
2024,Volvo,XC40 Recharge,Sport utility vehicle: Small,19.7,472,0,0,10.0,8.0
2024,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,21.4,409,0,0,10.0,8.0
